DATE,USALOLITOAASTSAM
2017-07-01,99.9868482989814
2017-08-01,100.063628844344
2017-09-01,100.174576365087
2017-10-01,100.307123317697
2017-11-01,100.443358961361
2017-12-01,100.578723780114
2018-01-01,100.712798632164
2018-02-01,100.834545757965
2018-03-01,100.91185959567
2018-04-01,100.937810196055
2018-05-01,100.921435183111
2018-06-01,100.873993206377
2018-07-01,100.79852600734
2018-08-01,100.697943463239
2018-09-01,100.557525589814
2018-10-01,100.372618658275
2018-11-01,100.160601801263
2018-12-01,99.944051640931
2019-01-01,99.7446802618773
2019-02-01,99.5798506903019
2019-03-01,99.4481757482916
2019-04-01,99.3272042607032
2019-05-01,99.214214005615
2019-06-01,99.1121347875984
2019-07-01,99.0285933103768
2019-08-01,98.9750458514347
2019-09-01,98.9780186672135
2019-10-01,99.0325701453465
2019-11-01,99.1156805338003
2019-12-01,99.1945266653832
2020-01-01,99.2299518381407
2020-02-01,99.1924410245772
2020-03-01,97.7816194228771
2020-04-01,92.9050775905146
2020-05-01,94.4391051321235
2020-06-01,96.3059447617953
2020-07-01,97.8631096666131
2020-08-01,98.5758586087277
2020-09-01,98.8762496596837
2020-10-01,99.2442144452171
2020-11-01,99.643407067489
2020-12-01,100.058648444607
2021-01-01,100.424497216805
2021-02-01,100.777770353185
2021-03-01,101.089002678226
2021-04-01,101.326606232386
2021-05-01,101.387544561238
2021-06-01,101.383034438431
2021-07-01,101.328752976313
2021-08-01,101.259091720864
2021-09-01,101.206675764522
2021-10-01,101.176716165662
2021-11-01,101.153008231889
2021-12-01,101.106127606166
2022-01-01,101.011268243438
2022-02-01,100.861781141307
2022-03-01,100.648612038117
2022-04-01,100.375069331183
2022-05-01,100.050725907762
2022-06-01,99.724577503427
2022-07-01,99.4462253083237
2022-08-01,99.2303039170116
2022-09-01,99.0611541390451
2022-10-01,98.9257088376414
2022-11-01,98.8165965210356
2022-12-01,98.7375300845459
2023-01-01,98.6801008380348
2023-02-01,98.6237170844327
2023-03-01,98.5796946037833
2023-04-01,98.5718993963872
2023-05-01,98.6061824116717
2023-06-01,98.6797473377559
2023-07-01,98.7594604999374
2023-08-01,98.8196030683195
2023-09-01,98.8563129961962
2023-10-01,98.8833651939071
2023-11-01,98.9320769777816
2023-12-01,99.018664777056
2024-01-01,99.1301817146539
2024-02-01,99.242264927569
2024-03-01,99.3303548668359
2024-04-01,99.3726906100479
2024-05-01,99.3770230068773
2024-06-01,99.3732187401246
2024-07-01,99.3952625996657
2024-08-01,99.4591957079447
2024-09-01,99.5650655492442
2024-10-01,99.6885312661833
2024-11-01,99.803617961947
2024-12-01,99.8761306079338
2025-01-01,99.8827296078538
2025-02-01,99.8290643493041
2025-03-01,99.7394278474064
2025-04-01,99.6571610022642
2025-05-01,99.6310939608453
2025-06-01,99.6551231641363
2025-07-01,99.6995377403926
2025-08-01,99.7533318470094
2025-09-01,99.8251484304636
2025-10-01,99.9246397878938
2025-11-01,100.060302648121
2025-12-01,100.22365935999
2026-01-01,100.395377820569
2026-02-01,100.538535273365
2026-03-01,100.639621464448
2026-04-01,100.711273811123
2026-05-01,100.758798652186
2026-06-01,100.802396471123
